delivery_id,from_zone,to_zone,time_slot,traffic,weather,weight_kg,distance_km,actual_time_min
5f01d555,ZoneA,ZoneD,Morning,High,Foggy,15,10,43.27
7ea7a759,ZoneA,ZoneD,Morning,High,Foggy,15,20,74.46
9126be44,ZoneA,ZoneD,Morning,High,Foggy,15,30,101.1
7b5a3ce4,ZoneA,ZoneD,Morning,High,Foggy,15,40,159.26
3a14cfeb,ZoneA,ZoneD,Morning,High,Foggy,15,50,181.88
7a646000,ZoneA,ZoneD,Morning,High,Foggy,20,2,8.2
dbe8bb7f,ZoneA,ZoneD,Morning,High,Foggy,20,10,38.65
8156f793,ZoneA,ZoneD,Morning,High,Foggy,20,20,86.16
ca8093e6,ZoneA,ZoneD,Morning,High,Foggy,20,30,109.8
224a5281,ZoneA,ZoneD,Morning,High,Foggy,20,40,175.81
a64529d2,ZoneA,ZoneD,Morning,High,Foggy,20,50,205.48
4068493b,ZoneA,ZoneD,Afternoon,Low,Clear,1,2,3.86
4b5d0409,ZoneA,ZoneD,Afternoon,Low,Clear,1,10,15.81
ec7b6eab,ZoneA,ZoneD,Afternoon,Low,Clear,1,20,38.46
ec97df4d,ZoneA,ZoneD,Afternoon,Low,Clear,1,30,52.39
e6dc0ccd,ZoneA,ZoneD,Afternoon,Low,Clear,1,40,79.17
e83f124e,ZoneA,ZoneD,Afternoon,Low,Clear,1,50,81.48
2e3f922f,ZoneA,ZoneD,Afternoon,Low,Clear,5,2,3.62
812e87f7,ZoneA,ZoneD,Afternoon,Low,Clear,5,10,21.05
756c5583,ZoneA,ZoneD,Afternoon,Low,Clear,5,20,39.0
12508387,ZoneA,ZoneD,Afternoon,Low,Clear,5,30,53.99
5202a189,ZoneA,ZoneD,Afternoon,Low,Clear,5,40,75.42
c812ed0d,ZoneA,ZoneD,Afternoon,Low,Clear,5,50,79.12
4b19a0a5,ZoneA,ZoneD,Afternoon,Low,Clear,10,2,4.03
01988a78,ZoneA,ZoneD,Afternoon,Low,Clear,10,10,18.79
61e7fcb1,ZoneA,ZoneD,Afternoon,Low,Clear,10,20,35.97
4af2e543,ZoneA,ZoneD,Afternoon,Low,Clear,10,30,57.82
63825c3d,ZoneA,ZoneD,Afternoon,Low,Clear,10,40,84.94
d06dc039,ZoneA,ZoneD,Afternoon,Low,Clear,10,50,98.21
e3931dbb,ZoneA,ZoneD,Afternoon,Low,Clear,15,2,4.53
a85f99f2,ZoneA,ZoneD,Afternoon,Low,Clear,15,10,23.64
9a1e621f,ZoneA,ZoneD,Afternoon,Low,Clear,15,20,36.57
19cc2f06,ZoneA,ZoneD,Afternoon,Low,Clear,15,30,59.0
3de32dce,ZoneA,ZoneD,Afternoon,Low,Clear,15,40,78.62
5b0c7565,ZoneA,ZoneD,Afternoon,Low,Clear,15,50,97.15
acd17181,ZoneA,ZoneD,Afternoon,Low,Clear,20,2,4.19
68bb58dd,ZoneA,ZoneD,Afternoon,Low,Clear,20,10,23.65
fc64ca6e,ZoneA,ZoneD,Afternoon,Low,Clear,20,20,44.76
f400a188,ZoneA,ZoneD,Afternoon,Low,Clear,20,30,65.34
d737a89d,ZoneA,ZoneD,Afternoon,Low,Clear,20,40,83.86
015f3327,ZoneA,ZoneD,Afternoon,Low,Clear,20,50,83.6
dfc1505a,ZoneA,ZoneD,Afternoon,Low,Rainy,1,2,4.5
8fab9917,ZoneA,ZoneD,Afternoon,Low,Rainy,1,10,20.95
ee98abbe,ZoneA,ZoneD,Afternoon,Low,Rainy,1,20,41.4
a9a95e56,ZoneA,ZoneD,Afternoon,Low,Rainy,1,30,69.12
2eee6879,ZoneA,ZoneD,Afternoon,Low,Rainy,1,40,93.35
d9d4861c,ZoneA,ZoneD,Afternoon,Low,Rainy,1,50,126.2
9f0067a0,ZoneA,ZoneD,Afternoon,Low,Rainy,5,2,4.53
051ab47e,ZoneA,ZoneD,Afternoon,Low,Rainy,5,10,24.68
f3f20f8e,ZoneA,ZoneD,Afternoon,Low,Rainy,5,20,47.24
59e92351,ZoneA,ZoneD,Afternoon,Low,Rainy,5,30,70.43
31ed7cd9,ZoneA,ZoneD,Afternoon,Low,Rainy,5,40,100.01
3f9a6db4,ZoneA,ZoneD,Afternoon,Low,Rainy,5,50,120.74
5d958ca9,ZoneA,ZoneD,Afternoon,Low,Rainy,10,2,4.66
ee93cf04,ZoneA,ZoneD,Afternoon,Low,Rainy,10,10,27.04
966a0cc0,ZoneA,ZoneD,Afternoon,Low,Rainy,10,20,46.79
1c8b7f8d,ZoneA,ZoneD,Afternoon,Low,Rainy,10,30,77.22
19284a98,ZoneA,ZoneD,Afternoon,Low,Rainy,10,40,100.08
8015be9d,ZoneA,ZoneD,Afternoon,Low,Rainy,10,50,116.0
1809a129,ZoneA,ZoneD,Afternoon,Low,Rainy,15,2,5.52
091cca0a,ZoneA,ZoneD,Afternoon,Low,Rainy,15,10,23.03
18b7b20b,ZoneA,ZoneD,Afternoon,Low,Rainy,15,20,49.54
4d3e5d84,ZoneA,ZoneD,Afternoon,Low,Rainy,15,30,78.86
0136bfa5,ZoneA,ZoneD,Afternoon,Low,Rainy,15,40,105.94
1ed7eba4,ZoneA,ZoneD,Afternoon,Low,Rainy,15,50,146.43
e4c736ed,ZoneA,ZoneD,Afternoon,Low,Rainy,20,2,4.46
a49dcbd3,ZoneA,ZoneD,Afternoon,Low,Rainy,20,10,25.18
5a62392a,ZoneA,ZoneD,Afternoon,Low,Rainy,20,20,53.51
eb25eb67,ZoneA,ZoneD,Afternoon,Low,Rainy,20,30,71.35
e3713e17,ZoneA,ZoneD,Afternoon,Low,Rainy,20,40,92.53
9c805aec,ZoneA,ZoneD,Afternoon,Low,Rainy,20,50,146.03
916d9413,ZoneA,ZoneD,Afternoon,Low,Foggy,1,2,4.5
9c25fb59,ZoneA,ZoneD,Afternoon,Low,Foggy,1,10,22.67
c090ec7e,ZoneA,ZoneD,Afternoon,Low,Foggy,1,20,48.95
73a88cb2,ZoneA,ZoneD,Afternoon,Low,Foggy,1,30,70.26
8af1d6a2,ZoneA,ZoneD,Afternoon,Low,Foggy,1,40,95.58
c292c400,ZoneA,ZoneD,Afternoon,Low,Foggy,1,50,125.19
1fafa3e6,ZoneA,ZoneD,Afternoon,Low,Foggy,5,2,4.9
8601c2db,ZoneA,ZoneD,Afternoon,Low,Foggy,5,10,22.07
2cc757bb,ZoneA,ZoneD,Afternoon,Low,Foggy,5,20,54.01
9ba8504d,ZoneA,ZoneD,Afternoon,Low,Foggy,5,30,74.51
304dbd46,ZoneA,ZoneD,Afternoon,Low,Foggy,5,40,109.63
f1db5ff9,ZoneA,ZoneD,Afternoon,Low,Foggy,5,50,131.61
d97ca896,ZoneA,ZoneD,Afternoon,Low,Foggy,10,2,5.22
6684a968,ZoneA,ZoneD,Afternoon,Low,Foggy,10,10,26.15
6b2df0c4,ZoneA,ZoneD,Afternoon,Low,Foggy,10,20,54.51
38a983f8,ZoneA,ZoneD,Afternoon,Low,Foggy,10,30,84.61
8fe801ed,ZoneA,ZoneD,Afternoon,Low,Foggy,10,40,122.97
df131d5b,ZoneA,ZoneD,Afternoon,Low,Foggy,10,50,123.29
fbb67188,ZoneA,ZoneD,Afternoon,Low,Foggy,15,2,5.03
14386327,ZoneA,ZoneD,Afternoon,Low,Foggy,15,10,28.0
60eadd51,ZoneA,ZoneD,Afternoon,Low,Foggy,15,20,46.37
8153a93c,ZoneA,ZoneD,Afternoon,Low,Foggy,15,30,84.62
4edf938f,ZoneA,ZoneD,Afternoon,Low,Foggy,15,40,92.95
db29f551,ZoneA,ZoneD,Afternoon,Low,Foggy,15,50,143.9
2400eb2a,ZoneA,ZoneD,Afternoon,Low,Foggy,20,2,5.18
7f1bd19c,ZoneA,ZoneD,Afternoon,Low,Foggy,20,10,28.33
7966e3c5,ZoneA,ZoneD,Afternoon,Low,Foggy,20,20,57.82
846bdc3a,ZoneA,ZoneD,Afternoon,Low,Foggy,20,30,78.94
7c016d64,ZoneA,ZoneD,Afternoon,Low,Foggy,20,40,119.03
4105d1f6,ZoneA,ZoneD,Afternoon,Low,Foggy,20,50,128.0
9919a74c,ZoneA,ZoneD,Afternoon,Medium,Clear,1,2,3.99
a7182595,ZoneA,ZoneD,Afternoon,Medium,Clear,1,10,19.18
7d9aaa0b,ZoneA,ZoneD,Afternoon,Medium,Clear,1,20,40.85
d46f0467,ZoneA,ZoneD,Afternoon,Medium,Clear,1,30,56.06
1bd8c3de,ZoneA,ZoneD,Afternoon,Medium,Clear,1,40,87.0
b90a596e,ZoneA,ZoneD,Afternoon,Medium,Clear,1,50,102.44
47dee3e1,ZoneA,ZoneD,Afternoon,Medium,Clear,5,2,4.35
83fea026,ZoneA,ZoneD,Afternoon,Medium,Clear,5,10,18.2
c24e2bce,ZoneA,ZoneD,Afternoon,Medium,Clear,5,20,43.36
5f17a352,ZoneA,ZoneD,Afternoon,Medium,Clear,5,30,61.55
8984259f,ZoneA,ZoneD,Afternoon,Medium,Clear,5,40,66.1
cdc2e6d2,ZoneA,ZoneD,Afternoon,Medium,Clear,5,50,101.66
eae71c51,ZoneA,ZoneD,Afternoon,Medium,Clear,10,2,4.17
24a5411e,ZoneA,ZoneD,Afternoon,Medium,Clear,10,10,21.82
d7fa9c2b,ZoneA,ZoneD,Afternoon,Medium,Clear,10,20,46.14
00d36dc3,ZoneA,ZoneD,Afternoon,Medium,Clear,10,30,62.48
e9a80b97,ZoneA,ZoneD,Afternoon,Medium,Clear,10,40,105.83
68e43d01,ZoneA,ZoneD,Afternoon,Medium,Clear,10,50,92.25
c9e8434f,ZoneA,ZoneD,Afternoon,Medium,Clear,15,2,4.59
1e194616,ZoneA,ZoneD,Afternoon,Medium,Clear,15,10,21.32
b6b45920,ZoneA,ZoneD,Afternoon,Medium,Clear,15,20,42.86
69795483,ZoneA,ZoneD,Afternoon,Medium,Clear,15,30,68.69
2dfab794,ZoneA,ZoneD,Afternoon,Medium,Clear,15,40,87.85
34c5fd7a,ZoneA,ZoneD,Afternoon,Medium,Clear,15,50,108.2
68dd5857,ZoneA,ZoneD,Afternoon,Medium,Clear,20,2,4.56
ff72e420,ZoneA,ZoneD,Afternoon,Medium,Clear,20,10,24.17
48afc636,ZoneA,ZoneD,Afternoon,Medium,Clear,20,20,47.78
a3fcdc5d,ZoneA,ZoneD,Afternoon,Medium,Clear,20,30,69.95
d7fa2940,ZoneA,ZoneD,Afternoon,Medium,Clear,20,40,95.69
460fe103,ZoneA,ZoneD,Afternoon,Medium,Clear,20,50,142.61
75d15395,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,2,5.26
a2a997ff,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,10,24.95
166f12d2,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,20,44.23
9d96b978,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,30,72.4
e81c5438,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,40,107.9
20ad3396,ZoneA,ZoneD,Afternoon,Medium,Rainy,1,50,118.79
a37dd7d4,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,2,5.46
1ebe6c42,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,10,24.67
34f80c0b,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,20,53.59
c26e0d87,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,30,72.52
cde1f4c1,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,40,97.49
10ff8972,ZoneA,ZoneD,Afternoon,Medium,Rainy,5,50,119.83
6d6f6428,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,2,5.14
94e39cd5,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,10,26.88
9e963489,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,20,58.93
e1506a25,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,30,90.85
31cb5714,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,40,105.68
d48599e1,ZoneA,ZoneD,Afternoon,Medium,Rainy,10,50,126.28
cdbcd89f,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,2,5.34
12bc8f54,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,10,25.55
1a65a427,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,20,54.65
4c8e3f5e,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,30,76.59
3fac125c,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,40,116.51
6615a094,ZoneA,ZoneD,Afternoon,Medium,Rainy,15,50,147.09
f76570d3,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,2,5.72
e43a5898,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,10,31.38
8b392455,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,20,54.55
92bb7d38,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,30,73.63
e3af10cc,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,40,111.0
4d44bf17,ZoneA,ZoneD,Afternoon,Medium,Rainy,20,50,138.16
c8cc8500,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,2,4.74
478399c4,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,10,30.14
6187d528,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,20,50.28
0ddbe234,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,30,82.39
ef0dd212,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,40,118.03
475cb470,ZoneA,ZoneD,Afternoon,Medium,Foggy,1,50,112.44
bda1b983,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,2,5.38
dea61d5d,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,10,25.89
fd009112,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,20,60.71
1cc9d7e0,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,30,71.51
5a6a77f5,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,40,93.8
5117a217,ZoneA,ZoneD,Afternoon,Medium,Foggy,5,50,154.83
8d55637b,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,2,6.52
85ed1f52,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,10,29.48
6a5aba14,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,20,57.66
508d7834,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,30,87.48
d772545d,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,40,103.42
d0793f1e,ZoneA,ZoneD,Afternoon,Medium,Foggy,10,50,139.41
8d01e4ba,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,2,6.06
e3f5ebb7,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,10,27.11
3ce520d6,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,20,58.56
fb06c9c9,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,30,86.21
cbc09b91,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,40,127.18
417366c7,ZoneA,ZoneD,Afternoon,Medium,Foggy,15,50,162.83
83ca3c85,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,2,5.52
9c9722b4,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,10,29.19
12be882b,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,20,64.3
ea6bdc5a,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,30,92.9
edb5625b,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,40,101.93
3a7aa9b3,ZoneA,ZoneD,Afternoon,Medium,Foggy,20,50,155.67
d76d00cf,ZoneA,ZoneD,Afternoon,High,Clear,1,2,3.96
1db70958,ZoneA,ZoneD,Afternoon,High,Clear,1,10,25.17
33225dca,ZoneA,ZoneD,Afternoon,High,Clear,1,20,51.7
5d10bd1a,ZoneA,ZoneD,Afternoon,High,Clear,1,30,84.11
1668e04b,ZoneA,ZoneD,Afternoon,High,Clear,1,40,109.96
52a2c06c,ZoneA,ZoneD,Afternoon,High,Clear,1,50,126.89
feac6b93,ZoneA,ZoneD,Afternoon,High,Clear,5,2,4.75
b7576bd4,ZoneA,ZoneD,Afternoon,High,Clear,5,10,26.26
0d1536d8,ZoneA,ZoneD,Afternoon,High,Clear,5,20,57.02
7372cfc2,ZoneA,ZoneD,Afternoon,High,Clear,5,30,84.7
589a10df,ZoneA,ZoneD,Afternoon,High,Clear,5,40,112.95
dc783385,ZoneA,ZoneD,Afternoon,High,Clear,5,50,135.24
23531e0f,ZoneA,ZoneD,Afternoon,High,Clear,10,2,5.06
1e5abd94,ZoneA,ZoneD,Afternoon,High,Clear,10,10,31.26
6aa50f9c,ZoneA,ZoneD,Afternoon,High,Clear,10,20,60.16
6e83769f,ZoneA,ZoneD,Afternoon,High,Clear,10,30,81.25
8c779e2b,ZoneA,ZoneD,Afternoon,High,Clear,10,40,110.29
4a2d6a5b,ZoneA,ZoneD,Afternoon,High,Clear,10,50,149.56
8c25fa65,ZoneA,ZoneD,Afternoon,High,Clear,15,2,4.95
9a09c680,ZoneA,ZoneD,Afternoon,High,Clear,15,10,29.14
523c7273,ZoneA,ZoneD,Afternoon,High,Clear,15,20,62.79
4a4351f8,ZoneA,ZoneD,Afternoon,High,Clear,15,30,86.23
47b7ff66,ZoneA,ZoneD,Afternoon,High,Clear,15,40,118.69
24a212a1,ZoneA,ZoneD,Afternoon,High,Clear,15,50,160.44
12348d82,ZoneA,ZoneD,Afternoon,High,Clear,20,2,6.01
a4d77af6,ZoneA,ZoneD,Afternoon,High,Clear,20,10,34.85
3cfbd62e,ZoneA,ZoneD,Afternoon,High,Clear,20,20,58.73
2abb81b7,ZoneA,ZoneD,Afternoon,High,Clear,20,30,84.51
19ec9528,ZoneA,ZoneD,Afternoon,High,Clear,20,40,132.76
e2e9b63d,ZoneA,ZoneD,Afternoon,High,Clear,20,50,154.37
ed60d8e2,ZoneA,ZoneD,Afternoon,High,Rainy,1,2,5.79
f472071c,ZoneA,ZoneD,Afternoon,High,Rainy,1,10,31.84
4c2b0784,ZoneA,ZoneD,Afternoon,High,Rainy,1,20,58.46
3448359f,ZoneA,ZoneD,Afternoon,High,Rainy,1,30,99.82
1b827268,ZoneA,ZoneD,Afternoon,High,Rainy,1,40,122.76
576cad82,ZoneA,ZoneD,Afternoon,High,Rainy,1,50,144.54
0644b743,ZoneA,ZoneD,Afternoon,High,Rainy,5,2,6.62
26dade00,ZoneA,ZoneD,Afternoon,High,Rainy,5,10,34.4
82d9af78,ZoneA,ZoneD,Afternoon,High,Rainy,5,20,70.82
11d92f76,ZoneA,ZoneD,Afternoon,High,Rainy,5,30,95.64
45a9c89a,ZoneA,ZoneD,Afternoon,High,Rainy,5,40,129.42
405b9337,ZoneA,ZoneD,Afternoon,High,Rainy,5,50,177.02
4f515af1,ZoneA,ZoneD,Afternoon,High,Rainy,10,2,6.6
14ea8d31,ZoneA,ZoneD,Afternoon,High,Rainy,10,10,38.65
2071fa03,ZoneA,ZoneD,Afternoon,High,Rainy,10,20,54.07
bad43350,ZoneA,ZoneD,Afternoon,High,Rainy,10,30,108.55
adbb9d7a,ZoneA,ZoneD,Afternoon,High,Rainy,10,40,123.67
2fabd291,ZoneA,ZoneD,Afternoon,High,Rainy,10,50,159.19
4009f658,ZoneA,ZoneD,Afternoon,High,Rainy,15,2,7.0
9036a123,ZoneA,ZoneD,Afternoon,High,Rainy,15,10,37.63
6ed76811,ZoneA,ZoneD,Afternoon,High,Rainy,15,20,69.12
7b95a787,ZoneA,ZoneD,Afternoon,High,Rainy,15,30,107.82
24d8343e,ZoneA,ZoneD,Afternoon,High,Rainy,15,40,131.96
1f0526a6,ZoneA,ZoneD,Afternoon,High,Rainy,15,50,156.76
1ec8095c,ZoneA,ZoneD,Afternoon,High,Rainy,20,2,8.05
47a0dd65,ZoneA,ZoneD,Afternoon,High,Rainy,20,10,36.21
5fe3d458,ZoneA,ZoneD,Afternoon,High,Rainy,20,20,67.43
f6fcf3f5,ZoneA,ZoneD,Afternoon,High,Rainy,20,30,121.8
c334a370,ZoneA,ZoneD,Afternoon,High,Rainy,20,40,162.01
267d1b38,ZoneA,ZoneD,Afternoon,High,Rainy,20,50,180.45
a1efbb41,ZoneA,ZoneD,Afternoon,High,Foggy,1,2,6.73
670ec4e3,ZoneA,ZoneD,Afternoon,High,Foggy,1,10,31.49
e6acbfe7,ZoneA,ZoneD,Afternoon,High,Foggy,1,20,61.64
e062c2cc,ZoneA,ZoneD,Afternoon,High,Foggy,1,30,108.64
45d96691,ZoneA,ZoneD,Afternoon,High,Foggy,1,40,147.06
822588d3,ZoneA,ZoneD,Afternoon,High,Foggy,1,50,196.4
7b76192b,ZoneA,ZoneD,Afternoon,High,Foggy,5,2,7.65
6a4d3794,ZoneA,ZoneD,Afternoon,High,Foggy,5,10,32.91
83ff4404,ZoneA,ZoneD,Afternoon,High,Foggy,5,20,69.71
6043523f,ZoneA,ZoneD,Afternoon,High,Foggy,5,30,106.38
49fd9efb,ZoneA,ZoneD,Afternoon,High,Foggy,5,40,131.82
b9af8222,ZoneA,ZoneD,Afternoon,High,Foggy,5,50,202.06
c6787a96,ZoneA,ZoneD,Afternoon,High,Foggy,10,2,6.91
04487d36,ZoneA,ZoneD,Afternoon,High,Foggy,10,10,36.96
bc6ca336,ZoneA,ZoneD,Afternoon,High,Foggy,10,20,50.08
2e67dea5,ZoneA,ZoneD,Afternoon,High,Foggy,10,30,114.5
d67321ce,ZoneA,ZoneD,Afternoon,High,Foggy,10,40,155.61
dea981ad,ZoneA,ZoneD,Afternoon,High,Foggy,10,50,184.54
01d6026a,ZoneA,ZoneD,Afternoon,High,Foggy,15,2,7.74
1c84b8b6,ZoneA,ZoneD,Afternoon,High,Foggy,15,10,43.4
5e47a433,ZoneA,ZoneD,Afternoon,High,Foggy,15,20,69.81
a5735427,ZoneA,ZoneD,Afternoon,High,Foggy,15,30,134.21
b960e669,ZoneA,ZoneD,Afternoon,High,Foggy,15,40,155.32
add2476f,ZoneA,ZoneD,Afternoon,High,Foggy,15,50,186.36
e3ad9ba7,ZoneA,ZoneD,Afternoon,High,Foggy,20,2,8.71
9b8a752f,ZoneA,ZoneD,Afternoon,High,Foggy,20,10,42.42
6c243b69,ZoneA,ZoneD,Afternoon,High,Foggy,20,20,83.1
87a993ea,ZoneA,ZoneD,Afternoon,High,Foggy,20,30,128.69
cd7eb89d,ZoneA,ZoneD,Afternoon,High,Foggy,20,40,175.02
7798d590,ZoneA,ZoneD,Afternoon,High,Foggy,20,50,208.9
c4a27890,ZoneA,ZoneD,Evening,Low,Clear,1,2,3.87
e04e3c78,ZoneA,ZoneD,Evening,Low,Clear,1,10,19.46
8c0cbd65,ZoneA,ZoneD,Evening,Low,Clear,1,20,38.24
397e1e6d,ZoneA,ZoneD,Evening,Low,Clear,1,30,49.46
faa16419,ZoneA,ZoneD,Evening,Low,Clear,1,40,73.72
5900f09a,ZoneA,ZoneD,Evening,Low,Clear,1,50,91.92
59a88d28,ZoneA,ZoneD,Evening,Low,Clear,5,2,4.39
4f88cda6,ZoneA,ZoneD,Evening,Low,Clear,5,10,19.44
4681bc35,ZoneA,ZoneD,Evening,Low,Clear,5,20,36.77
1a5f7c92,ZoneA,ZoneD,Evening,Low,Clear,5,30,60.11
0714f4e2,ZoneA,ZoneD,Evening,Low,Clear,5,40,79.08
5e93e54f,ZoneA,ZoneD,Evening,Low,Clear,5,50,105.47
ecb8c831,ZoneA,ZoneD,Evening,Low,Clear,10,2,3.64
327ab7b2,ZoneA,ZoneD,Evening,Low,Clear,10,10,17.21
ee02e9b6,ZoneA,ZoneD,Evening,Low,Clear,10,20,40.73
8898c21a,ZoneA,ZoneD,Evening,Low,Clear,10,30,62.2
0e2c40c0,ZoneA,ZoneD,Evening,Low,Clear,10,40,76.01
3cb4a292,ZoneA,ZoneD,Evening,Low,Clear,10,50,98.86
67f433d4,ZoneA,ZoneD,Evening,Low,Clear,15,2,4.71
0814168c,ZoneA,ZoneD,Evening,Low,Clear,15,10,19.56
7e77c07f,ZoneA,ZoneD,Evening,Low,Clear,15,20,41.0
858ecdcd,ZoneA,ZoneD,Evening,Low,Clear,15,30,59.7
18976395,ZoneA,ZoneD,Evening,Low,Clear,15,40,94.21
bb84c1c4,ZoneA,ZoneD,Evening,Low,Clear,15,50,116.69
5e5c50fc,ZoneA,ZoneD,Evening,Low,Clear,20,2,4.69
682c392c,ZoneA,ZoneD,Evening,Low,Clear,20,10,22.64
03bcbe17,ZoneA,ZoneD,Evening,Low,Clear,20,20,35.87
7aa94edb,ZoneA,ZoneD,Evening,Low,Clear,20,30,70.07
80740d68,ZoneA,ZoneD,Evening,Low,Clear,20,40,81.7
03ec6672,ZoneA,ZoneD,Evening,Low,Clear,20,50,101.52
22ce83bb,ZoneA,ZoneD,Evening,Low,Rainy,1,2,4.05
62650aa4,ZoneA,ZoneD,Evening,Low,Rainy,1,10,22.84
711c16b2,ZoneA,ZoneD,Evening,Low,Rainy,1,20,41.77
a5d15b2b,ZoneA,ZoneD,Evening,Low,Rainy,1,30,61.83
0df11da7,ZoneA,ZoneD,Evening,Low,Rainy,1,40,76.15
4cb3778c,ZoneA,ZoneD,Evening,Low,Rainy,1,50,116.11
34bfe082,ZoneA,ZoneD,Evening,Low,Rainy,5,2,4.54
dc49e8bf,ZoneA,ZoneD,Evening,Low,Rainy,5,10,19.76
e73f9226,ZoneA,ZoneD,Evening,Low,Rainy,5,20,49.62
d8a9ca76,ZoneA,ZoneD,Evening,Low,Rainy,5,30,86.16
7ae50aa8,ZoneA,ZoneD,Evening,Low,Rainy,5,40,91.15
cebb19a2,ZoneA,ZoneD,Evening,Low,Rainy,5,50,116.45
10036db5,ZoneA,ZoneD,Evening,Low,Rainy,10,2,4.99
1cdab02a,ZoneA,ZoneD,Evening,Low,Rainy,10,10,21.14
af550972,ZoneA,ZoneD,Evening,Low,Rainy,10,20,38.63
e2e17f58,ZoneA,ZoneD,Evening,Low,Rainy,10,30,62.74
d891a5c0,ZoneA,ZoneD,Evening,Low,Rainy,10,40,102.78
4dc4d77a,ZoneA,ZoneD,Evening,Low,Rainy,10,50,114.44
584694bc,ZoneA,ZoneD,Evening,Low,Rainy,15,2,4.98
57311270,ZoneA,ZoneD,Evening,Low,Rainy,15,10,29.43
18b04c4d,ZoneA,ZoneD,Evening,Low,Rainy,15,20,53.21
34c3e8d1,ZoneA,ZoneD,Evening,Low,Rainy,15,30,75.21
6285bce6,ZoneA,ZoneD,Evening,Low,Rainy,15,40,99.04
a0aef44b,ZoneA,ZoneD,Evening,Low,Rainy,15,50,138.63
0ec01782,ZoneA,ZoneD,Evening,Low,Rainy,20,2,4.87
6c4a211d,ZoneA,ZoneD,Evening,Low,Rainy,20,10,27.57
f40ca6da,ZoneA,ZoneD,Evening,Low,Rainy,20,20,43.02
8d67327a,ZoneA,ZoneD,Evening,Low,Rainy,20,30,69.27
91929c38,ZoneA,ZoneD,Evening,Low,Rainy,20,40,94.26
7ee45efc,ZoneA,ZoneD,Evening,Low,Rainy,20,50,127.28
5f3cfaf9,ZoneA,ZoneD,Evening,Low,Foggy,1,2,4.98
c51f7bbe,ZoneA,ZoneD,Evening,Low,Foggy,1,10,26.73
5e9687c4,ZoneA,ZoneD,Evening,Low,Foggy,1,20,44.63
0f9e3e10,ZoneA,ZoneD,Evening,Low,Foggy,1,30,68.29
777b4e64,ZoneA,ZoneD,Evening,Low,Foggy,1,40,101.37
d2fb7872,ZoneA,ZoneD,Evening,Low,Foggy,1,50,113.93
b6cc71d7,ZoneA,ZoneD,Evening,Low,Foggy,5,2,5.41
b7b495a5,ZoneA,ZoneD,Evening,Low,Foggy,5,10,25.2
b763de52,ZoneA,ZoneD,Evening,Low,Foggy,5,20,53.45
98ba8f3f,ZoneA,ZoneD,Evening,Low,Foggy,5,30,71.19
